ID	A17MB	A17FB	A16MB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB
TRINITY_DN133594_c2_g2_i1	13149	11285	11062	23043	8239	9645	13302	9174	11907
TRINITY_DN133756_c0_g2_i5	22	25	15	54	29	32	15	17	21
TRINITY_DN89089_c0_g1_i1	6	6	0	7	2	2	4	2	7
TRINITY_DN127432_c1_g1_i5	559	564	438	773	425	423	679	481	517
TRINITY_DN133594_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN57956_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125651_c4_g1_i1	581	564	470	912	498	512	594	510	796
TRINITY_DN86602_c0_g1_i1	22	24	9	49	14	18	16	24	25
TRINITY_DN71583_c0_g1_i1	4	1	3	0	0	0	0	0	2
TRINITY_DN197854_c0_g1_i1	0	0	0	0	0	0	0	1	0
TRINITY_DN134835_c6_g3_i1	16	72	32	74	40	50	18	39	48
TRINITY_DN122815_c2_g6_i1	1230	842	794	1475	908	890	1378	1338	774
TRINITY_DN124249_c6_g2_i1	0	0	0	1	0	1	0	0	2
TRINITY_DN131104_c0_g4_i2	7.12951	33.8332	72.4743	58.2028	39.3234	88.2823	25.4505	34.4544	44.1907
TRINITY_DN74874_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN154971_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119963_c0_g1_i6	177	159	228	201	193	156	229	244	263
TRINITY_DN189049_c0_g1_i1	0	24	0	0	7	17	1	5	0
TRINITY_DN129076_c0_g1_i1	5349	5188	3579	6776	4052	4519	4340	4293	4482
TRINITY_DN134563_c5_g8_i1	27	34	25	41	39	36	30	34	37
TRINITY_DN158037_c0_g1_i1	0	0	2	0	2	0	1	1	1
TRINITY_DN117688_c1_g6_i2	119.52	80.066	72.6746	120.989	53.7054	76.3052	46.3438	71.7928	65.8841
TRINITY_DN78852_c0_g1_i1	0	12	0	0	2	16	2	6	0
TRINITY_DN147175_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131631_c6_g3_i1	334.137	405.644	276.985	472.645	296.372	276.609	305.135	335.843	391.353
TRINITY_DN217462_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN136000_c2_g1_i1	0	8	0	0	2	7	0	3	0
TRINITY_DN159631_c0_g1_i1	0	0	0	0	1	0	0	3	0
TRINITY_DN19225_c0_g1_i1	1	60	0	0	9	50	5	23	0
TRINITY_DN107365_c0_g1_i1	21	1	1	6	2	3	2	7	5
TRINITY_DN94017_c0_g3_i1	2	10	4	4	5	3	3	3	9
TRINITY_DN133074_c2_g1_i1	1.43904	0	0	4.45336	1.41095	2.87174	1.68278	0	1.35682
TRINITY_DN62849_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN60014_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN197371_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN153661_c0_g1_i1	0	3	2	1	2	1	0	1	1
TRINITY_DN107561_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN157674_c0_g1_i1	0	7	0	0	4	12	1	3	0
TRINITY_DN127233_c0_g1_i1	25	24	9	22	13	17	17	8	18
TRINITY_DN127913_c0_g2_i1	13.4317	15.5601	7.50492	62.0401	4.10166	4.04578	7.44282	6.16716	56.6813
TRINITY_DN26970_c0_g1_i1	62.4451	0	0	93.0978	0	0.00110602	2.99E-06	24.2739	51.0217
TRINITY_DN135706_c2_g5_i3	20.9208	115	39.7281	51	47.9649	65.9749	85	32	43.7737
TRINITY_DN154114_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN109430_c0_g5_i1	222	170	147	259	265	170	222	302	239
TRINITY_DN172654_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN141688_c0_g1_i1	0	1	0	1	0	0	0	0	0
TRINITY_DN4998_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN93779_c0_g1_i1	500	670	635	959	580	601	774	1284	814
TRINITY_DN168994_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126813_c2_g10_i1	135.952	168.902	105.601	286.244	84.9098	122.544	234.199	111.986	215.433
TRINITY_DN127191_c6_g2_i1	1380.66	1261.34	883.47	2322.93	1026.18	1295.47	1151.82	1016.05	905.944
TRINITY_DN113524_c0_g1_i1	10	13	16	12	11	25	19	14	22
TRINITY_DN33963_c0_g1_i1	9.61538	0	3.33333	10.7143	7	8	5	2.8	10
TRINITY_DN125708_c5_g1_i1	0	4	1	1	0	1	1	1	6
TRINITY_DN30220_c0_g1_i1	0	3	0	0	2	10	0	2	0
TRINITY_DN131689_c0_g1_i1	812.208	1122.03	781.088	1538.63	782.779	927.267	787.307	574.43	798.081
TRINITY_DN181147_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN122043_c1_g2_i2	37.8505	16	12	43.7378	33.4459	27.5744	17.7085	13	22
TRINITY_DN193685_c0_g1_i1	0	1	0	0	0	0	0	1	0
TRINITY_DN108434_c0_g1_i1	3	6	11	19	16	25	1	3	3
TRINITY_DN47795_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN19475_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN147402_c0_g1_i1	15	23	14	20	10	11	19	11	7
TRINITY_DN165421_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131335_c0_g2_i2	30	61	46.9927	50.2921	39	179	41.4557	99	48
TRINITY_DN131973_c1_g3_i6	103.34	85.2387	71.2746	113	40.1637	44.1679	80	43	50
TRINITY_DN116138_c0_g2_i2	3	2	1	938	8	2	12	35	400
TRINITY_DN126997_c2_g1_i1	4.34582	1.34475	5.79861	6.25734	0	7.61447	4.79505	6.94284	4.46337
TRINITY_DN122740_c1_g2_i1	0	0	21.7647	11.9499	20.6167	9.01183	0	6.24832	0
TRINITY_DN100886_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126231_c1_g4_i1	0	0	1	0	1	0	1	0	0.31024
TRINITY_DN136381_c0_g3_i4	26	58.3282	79	308.508	74	99	39	40	191
TRINITY_DN95747_c0_g2_i1	3073	5030.99	5976	8676	4077	3663	7278	7187	4162
TRINITY_DN131623_c3_g6_i2	86	109	57	166	75.332	78	72	74	92
TRINITY_DN204209_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN24393_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN120666_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN123074_c1_g1_i1	29.9461	35.7418	19.5414	78.4884	30.9465	28.9973	39.1464	39.4538	51.7718
TRINITY_DN160545_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN94316_c0_g1_i2	1031	1188	1481	1994	1170	1034	1364	1225	1069
TRINITY_DN184294_c0_g1_i1	0	24	0	0	10	30	2	12	0
TRINITY_DN116929_c0_g1_i1	28	37	14	79	17	43	12	35	29
TRINITY_DN120387_c2_g5_i2	1417	1651	1318	2499	1283	1417	1573	1253	1552
TRINITY_DN96392_c0_g1_i3	37.6156	74.0718	109.991	103.068	110.341	66.1855	82.6788	116.143	75.4851
TRINITY_DN181467_c0_g1_i1	5	5	3	1	3	3	1	1	1
TRINITY_DN152680_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN62604_c0_g1_i1	0	26	0	0	6	38	2	14	0
TRINITY_DN14541_c0_g1_i1	0	18	0	0	7	18	2	9	0
TRINITY_DN98655_c0_g1_i1	9	8	1	3	0	12	3	2	0
TRINITY_DN122921_c0_g2_i1	4	1	0	4	6	16	8	7	3
TRINITY_DN131378_c7_g4_i1	190	154	141	208	145	117	172	148	161
TRINITY_DN119797_c0_g1_i1	76	40	52	162	50	58	56	45	64
TRINITY_DN37741_c0_g1_i1	48	9	4	27	17	30	26	25	17
TRINITY_DN27147_c0_g1_i1	0	16	0	0	6	10	0	4	0
TRINITY_DN151483_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN41630_c0_g1_i1	0	0	0	0	0	0	0	0	2
TRINITY_DN127582_c0_g4_i1	0	0	0	2	0	0	0	0	0
TRINITY_DN134209_c7_g5_i1	272	284	245	479	213	289	264	216	342
TRINITY_DN128153_c0_g1_i2	28.6255	30.2593	19.6497	46.4673	22.9478	24.141	14.7947	28.9102	31.3781
TRINITY_DN85619_c0_g1_i1	710.734	961.793	832.909	1365.86	694	771.946	873.128	686.1	711.118
TRINITY_DN165994_c0_g2_i1	26.5736	21.8688	14.1458	37.0022	15.5943	34.0877	15.1447	16.9982	27.1575
TRINITY_DN125398_c3_g1_i1	160	109	61	194	107	119	117	124	170
TRINITY_DN634_c0_g1_i1	1	25	0	0	3	32	1	7	0
TRINITY_DN94680_c0_g2_i1	0	34	0	0	3	30	0	14	0
TRINITY_DN46255_c0_g1_i1	0	0	1	0	1	0	0	0	1
TRINITY_DN110451_c0_g1_i1	77	101	112	160	55	79	93	80	68
TRINITY_DN112532_c0_g3_i1	21	4	8	28	10	18	11	5	11
TRINITY_DN122298_c0_g1_i1	0	0	0	0	0	1	0	0	0
TRINITY_DN172672_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN123636_c0_g2_i1	23	51.0483	44	85	34	49	54	56	42
TRINITY_DN111024_c0_g2_i1	130.517	144.758	109	204	119	153	136.982	132.145	109.705
TRINITY_DN159052_c0_g1_i1	0	13	0	0	0	12	0	3	0
TRINITY_DN132809_c9_g2_i1	412.464	390.05	161.898	721.919	596.839	374.017	355.963	410.871	487.358
TRINITY_DN98057_c0_g3_i1	12	21	23	14	18	18	22	10	18
TRINITY_DN16866_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN12436_c0_g1_i1	17	17	7	9	8	10	11	8	10
TRINITY_DN211480_c0_g1_i1	0	59	0	0	14	79	4	34	0
TRINITY_DN173927_c0_g1_i1	9	21	12	12	4	13	8	8	6
TRINITY_DN24959_c0_g1_i1	0	3	2	0	2	1	0	0	0
TRINITY_DN212768_c0_g1_i1	0	0	0	1	3	1	0	2	1
TRINITY_DN133886_c1_g1_i2	541	276	379	826	548	521	497	319	300
TRINITY_DN124409_c0_g1_i1	117.389	191	158.89	236	126.204	145.254	155.621	200.833	139.433
TRINITY_DN113121_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125000_c6_g1_i1	309	255	134	389	202	199	242	284	375
TRINITY_DN185765_c0_g1_i1	7	18	11	12	6	6	10	7	11
TRINITY_DN121089_c2_g6_i1	247	233	194	597	231	270	185	143	244
TRINITY_DN109127_c0_g1_i1	101.571	114.821	95.6895	319.436	151.577	132.619	124.662	172.965	158.105
TRINITY_DN129196_c5_g1_i1	198.361	264.698	182.592	300.283	198.401	216.34	144.293	146.3	237.47
TRINITY_DN73339_c0_g1_i1	0	20	0	0	2	12	1	6	0
TRINITY_DN180133_c0_g1_i1	0	0	0	3	0	1	0	0	0
TRINITY_DN103511_c0_g1_i2	104.623	110.078	51.3451	158.52	71.7009	78.3563	69.5442	64.3349	89.4452
TRINITY_DN202222_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN116719_c1_g2_i1	1	4	4	5	2	3	1	1	2
TRINITY_DN130830_c1_g1_i2	1268	1789	1970	2665	1580	1458	1803	1699	1641
TRINITY_DN82158_c0_g2_i1	0	48	0	0	10	46	7	24	0
TRINITY_DN127715_c2_g3_i1	579	577	278	771	409	479	492	365	536
TRINITY_DN130374_c0_g1_i1	1	1	2	8	3	1	6	3	3
TRINITY_DN210236_c0_g1_i1	0	0	1	1	1	0	1	0	0
TRINITY_DN115618_c0_g1_i1	1148	1466	1579	2814	1576	1746	1952	1558	1787
TRINITY_DN130067_c1_g3_i2	19.0244	21.0802	9.0221	17.0064	19.0143	13.0089	9.09936	16.028	11.0068
TRINITY_DN63532_c0_g1_i1	10	3	2.5	7.5	2	0	1.5	6	0
TRINITY_DN98735_c0_g1_i1	1	0	1	1	8	21	10	1	0
TRINITY_DN32086_c0_g1_i1	2	2	2	1	2	5	0	0	1
TRINITY_DN121234_c1_g1_i3	152	154	138	133	134	128	231	161	130
TRINITY_DN155486_c0_g1_i1	0	17	0	0	9	23	0	10	0
TRINITY_DN73885_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN36140_c0_g2_i1	0	8	0	0	2	15	0	14	0
TRINITY_DN209232_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128731_c5_g3_i1	0	1	0	2	2	0	0	0	0
TRINITY_DN209785_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN28852_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN211783_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119515_c0_g2_i1	6	2	2	2	2	2	3	1	5
TRINITY_DN212184_c0_g1_i1	2	5	0	4	3	0	6	2	4
TRINITY_DN215546_c0_g1_i1	0	0	3	0	5	0	2	2	3
TRINITY_DN136627_c5_g1_i1	113	274	223	291	337	277	280	231	407
TRINITY_DN90883_c0_g1_i1	9	18	9	12	6	6	2	3	10
TRINITY_DN106041_c0_g1_i2	11.1495	11	14	26.2622	21.5541	12.4256	12.2915	7	15
TRINITY_DN24160_c0_g1_i1	0	2	0	0	1	11	0	3	0
TRINITY_DN22888_c0_g1_i1	0	24	0	0	2	18	0	5	0
TRINITY_DN156582_c0_g1_i1	0	11	0	0	2	11	1	0	0
TRINITY_DN129782_c2_g1_i1	87	100	35	100	62	80	79	58	76
TRINITY_DN20282_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN109079_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN111231_c0_g1_i1	1675	2079	1994.33	2039.31	1082	1266	2135.34	1341	1661
TRINITY_DN126191_c0_g1_i1	23	70	67	83	77	93	46	73	63
TRINITY_DN97711_c0_g3_i1	3	3	4	6	4	0	2	7	6
TRINITY_DN119076_c0_g1_i1	4	0	0	3	0	2	144	0	3
TRINITY_DN70045_c0_g1_i1	0	12	0	0	2	12	0	3	0
TRINITY_DN98364_c0_g1_i1	1	2	1	1	1	0	1	0	2
TRINITY_DN111810_c0_g4_i1	227	246	278	343	214	208	280	202	205
TRINITY_DN134769_c2_g2_i3	5	4	1	6	7	4	3	11	6
TRINITY_DN131091_c11_g1_i1	1	1	0	1	0	1	0	0	2
TRINITY_DN10381_c0_g1_i1	1	0	0	0	1	2	0	0	5
TRINITY_DN82091_c0_g2_i1	0	11	0	0	1	14	2	7	0
TRINITY_DN125602_c1_g1_i2	437	444	370	706	431	446	343	366	405
TRINITY_DN103816_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN116810_c0_g1_i1	43	13	7	21	20	34	12	36	30
TRINITY_DN193475_c0_g1_i1	0	19	0	0	1	18	5	10	0
TRINITY_DN180221_c0_g1_i1	3	0	0	7	0	12	0	2	0
TRINITY_DN125535_c1_g3_i1	37.234	37	39.5509	56.2032	34.0857	42.3197	37.317	34.1748	45
TRINITY_DN129631_c6_g13_i1	322.549	300.676	383.37	426.479	300.605	142.298	383.829	306.022	324.395
TRINITY_DN120430_c0_g3_i1	92	44	30	56	86	60	69	55	11
TRINITY_DN131306_c0_g1_i1	14327	17143	16088	25966	13233	14362	17104	12735	13411
TRINITY_DN128151_c3_g3_i2	56	98	65	131	96	52	57	59	72
TRINITY_DN123199_c0_g1_i2	75	52	36	73	36	38	58	62	30
TRINITY_DN31312_c0_g1_i1	3	2	0	0	0	1	2	1	2.02129
TRINITY_DN194837_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN137523_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN68833_c0_g1_i1	50.3829	34.3197	17.5983	46.8068	27.5454	34.9595	45.5349	48.2531	39.8435
TRINITY_DN98601_c0_g2_i1	1	26	0	0	5	25	4	8	0
TRINITY_DN130822_c0_g2_i1	483.6	372.156	282.327	450.76	245	311.459	393.04	322.913	395.792
TRINITY_DN48105_c0_g1_i1	0	0.194862	0	0	0	2	0	1	0
TRINITY_DN131691_c0_g3_i1	14	32	12	30	11	20	17	20	28
TRINITY_DN120279_c1_g2_i1	108	140	72	299	177	98	157	147	87
TRINITY_DN132905_c0_g2_i3	60.626	90.8447	58.3004	150.143	63.1097	50.2149	25	50.2075	73.6689
TRINITY_DN133585_c15_g3_i1	15.9603	6.52671	0	27.3116	23.0845	8.96742	20.1289	22.7435	12.9969
TRINITY_DN94923_c0_g3_i1	0	14	0	0	2	14	2	3	0
TRINITY_DN33547_c0_g1_i1	21	16	5	19	10	14	11	14	12
TRINITY_DN174602_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN198987_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132569_c4_g2_i1	103	110.398	80	222.876	120.961	110.811	110.469	104	145.402
TRINITY_DN218614_c0_g1_i1	13.9269	4.01439	7.72785	10.4297	4.23969	4	5.54575	3.92679	4.12793
TRINITY_DN214908_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN83326_c0_g3_i1	0	7	0	0	0	11	0	0	0
TRINITY_DN103137_c0_g1_i2	11	9	3	14	12	5	1	3	8
TRINITY_DN23076_c0_g1_i1	0	0	0	0	2	0	0	0	0
TRINITY_DN119673_c0_g2_i1	0	0	0	0	0	0	5	0	0
TRINITY_DN167706_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132392_c3_g3_i1	26	24	28	127	26	17	39	35	40
TRINITY_DN142771_c0_g1_i1	1	1	0	3	0	1	3	1	1
TRINITY_DN126485_c1_g1_i1	54	64	46	64	34	50	57	58	43
TRINITY_DN117820_c0_g1_i1	0	0	0	1.85285	5	0	0	0	0
TRINITY_DN91466_c0_g3_i1	8	5.28058	4	10.4128	0	1.38523	1	2	6.19022
TRINITY_DN203890_c0_g1_i1	0	14	0	0	5	11	0	5	0
TRINITY_DN129688_c2_g3_i1	92	95	175	174	115	90	169	243	101
TRINITY_DN121728_c2_g2_i3	185	238	341	428	200	261	401	465	242
TRINITY_DN107971_c0_g1_i1	17	26	21	38	17	19	26	11	32
TRINITY_DN12089_c0_g1_i1	0	0	0	1	1	0	0	1	0
TRINITY_DN107051_c0_g1_i1	1	1	3	4	4	1	1	2	3
TRINITY_DN134519_c0_g1_i3	108	139	120	148	84	106	156	251	160
TRINITY_DN190054_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN38704_c0_g1_i1	2	0	0	1	2	1	1	1	2
TRINITY_DN180564_c0_g1_i1	0	9	0	0	4	17	0	15	0
TRINITY_DN123405_c0_g1_i1	732	749	410	1114	644	647	663	620	546
TRINITY_DN133215_c2_g4_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124588_c5_g2_i10	600	857	622	1108	637	619	720	651	674
TRINITY_DN88476_c0_g1_i1	7	3	5	8	5	7	1	1	2
TRINITY_DN129105_c3_g2_i2	142.92	277.047	157.329	396.917	269.1	204	176.457	177.493	93.0509
TRINITY_DN133417_c0_g2_i1	9.21053	15.011	0	13.9513	0	19.9535	19.7854	0	22.0065
TRINITY_DN116563_c0_g1_i1	21	12	15	45	21	13	17	14	34
TRINITY_DN183643_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN140313_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN51652_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN68190_c0_g2_i1	0	15.4823	68.7953	340.638	93.8384	60.3551	75.9083	67.2273	4.00E-07
TRINITY_DN128611_c1_g12_i1	0	0	0	0	0	1	0	0	0
TRINITY_DN71231_c0_g3_i1	0	18	0	0	4	16	0	4	0
TRINITY_DN39735_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133388_c3_g2_i1	18.7859	38.3388	16.1864	29.6569	11.9809	14.8585	14.1392	8.99774	23.0957
TRINITY_DN131623_c3_g4_i1	76	104.418	48.2771	99.3147	82	86	76.3269	92.378	132
TRINITY_DN88413_c0_g1_i1	1	0	0	0	0	0	2	0	0
TRINITY_DN97036_c0_g1_i1	47.5342	130.744	122.219	146.758	14.9983	33.5788	100.581	25.9659	67.2655
TRINITY_DN121684_c0_g2_i1	249	128	123	195	165	162	175	208	256
TRINITY_DN139439_c0_g1_i1	0	13	0	0	2	14	2	4	0
TRINITY_DN98225_c1_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN117521_c0_g1_i1	0	0	7.52608	4.6946	1.2132	1.15415	0	0	8.85179
TRINITY_DN122475_c4_g1_i1	1694	1852	1424	2323	1165	1362	1834	1602	1606
TRINITY_DN134020_c1_g2_i3	5455	4149	3264	6716	5014	4990	5420	4956	5685
TRINITY_DN98358_c0_g1_i1	11	12	1	8	11	4	11	5	13
TRINITY_DN140443_c0_g1_i1	42	26	17	46	34	23	17	12	21
TRINITY_DN123473_c0_g1_i2	51	36	75	136	96	44	79	34	60
TRINITY_DN121104_c0_g1_i4	14	22	12	45	16	18	10	7	21
TRINITY_DN53709_c0_g2_i1	1	4	4	5	2	4	0	7	2
TRINITY_DN118033_c0_g1_i2	157	133	155	208	86	107	133	102	96
TRINITY_DN130729_c0_g2_i1	157.649	152.672	105.265	262.277	110.53	123.123	98.6557	111.522	159.202
TRINITY_DN128838_c4_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133897_c1_g3_i2	0	5	3	5	4	3	2	1	10.4972
TRINITY_DN101752_c0_g2_i1	0	17	0	0	0	26	2	7	0
TRINITY_DN129948_c3_g4_i3	127	135	122	312	149	128	153	148	185
TRINITY_DN181842_c0_g1_i1	0	15	0	0	3	11	0	8	0
TRINITY_DN91673_c0_g2_i1	9	11	8	30	7	7	18	9	10
TRINITY_DN135993_c0_g2_i6	2288	2222	1321	2887	1901	1902	2018	2003	2170
TRINITY_DN186123_c0_g1_i1	2	1	1	0	0	14	1	4	1
TRINITY_DN121941_c0_g2_i2	82.3273	43.2575	42.9431	87.4316	39.8957	51.2877	62.1149	41.2181	59.4947
TRINITY_DN123599_c6_g4_i1	0	0	1	0	0	0	1	0	0
TRINITY_DN56614_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132670_c0_g2_i1	455.248	504.493	307.137	544.976	366.147	301	334	487	339.209
TRINITY_DN73578_c0_g1_i1	1	0	0	0	1	0	0	1	0
TRINITY_DN124580_c0_g5_i1	118.973	107.381	104.806	277.239	110.722	124.541	127.009	115.137	130.328
TRINITY_DN176050_c0_g1_i1	0	1	1	1	0	0	0	4	1
TRINITY_DN14033_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131201_c5_g4_i1	1	2	0	1	1	2	1	1	1
TRINITY_DN208435_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126051_c1_g4_i2	615.629	579.586	464.461	1003.24	557.2	582.007	405.679	559.36	630.93
TRINITY_DN137265_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125253_c0_g2_i2	0	1.26597	0	1.26916	11.1514	0	3.49622	1.19476	1.18014
TRINITY_DN130880_c2_g1_i1	21	11	10	31	18	19	11	13	17
TRINITY_DN95066_c0_g3_i1	92	103	65	105	73	87	66	42	98
TRINITY_DN48384_c0_g1_i1	0	9	0	0	2	12	1	2	0
TRINITY_DN131239_c2_g1_i4	18	15	15	21	19	12	17	23	12
TRINITY_DN124062_c1_g2_i4	224	196	140	323	173	193	199	161	145
TRINITY_DN133390_c1_g1_i1	558	606	616	1167	474	570	723	445	494
TRINITY_DN124677_c0_g1_i1	2.50939	1.5	2.35056	0	4.02234	0	1.6	2.56246	4.66667
TRINITY_DN177930_c0_g1_i1	59.6163	40.1963	34.5487	106.127	61.6873	89.1275	30.0949	36.9046	29.8767
TRINITY_DN146872_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN123363_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN195328_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119940_c2_g1_i1	1	2	0	1	1	0	1	1	0
TRINITY_DN73597_c0_g2_i1	0	1	0	0	1	0	0	0	0
TRINITY_DN122275_c3_g6_i1	3	1	1	13	2	20	4	9	1
TRINITY_DN116249_c2_g1_i1	59.0634	58.6494	59.9754	91.1778	47.4084	50.8265	49.8497	54.6461	50.6906
TRINITY_DN129806_c4_g1_i1	14	22	3	16	7	15	18	6	5
TRINITY_DN74257_c0_g1_i1	1	0	0	0	0	0	0	0	0
TRINITY_DN130965_c2_g1_i4	18	12	12	30	10	19	29	15	16
TRINITY_DN125967_c0_g1_i4	1	3	2	7	2	3	9	2	1
TRINITY_DN74662_c0_g1_i1	233.228	335.289	384.603	515.929	322.803	294.955	344.934	424.276	314.808
TRINITY_DN130090_c5_g2_i1	175	114.823	143	219	99	144.96	159	116.75	156.195
TRINITY_DN129408_c1_g1_i1	0	0	1	0	0	0	1	3	2
TRINITY_DN133880_c6_g2_i1	18	24	16	20	24	23	13	30	20
TRINITY_DN136649_c4_g2_i2	0	0	0	0	0	0	1	0	0
TRINITY_DN134711_c6_g1_i1	411	389	425	658	344	358	511	504	476
TRINITY_DN73064_c0_g1_i1	0	14	0	0	6	14	0	6	0
TRINITY_DN117861_c0_g2_i2	1	0	0	0	0	0	1	5	1
TRINITY_DN181276_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN166754_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN197535_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN165333_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN211306_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN202907_c0_g1_i1	0	11	0	0	1	16	1	4	0
TRINITY_DN90103_c0_g1_i1	1	2	1	3	1	2	2	3	5
TRINITY_DN129821_c0_g1_i6	2	0	0	0	0	0	0	2	1
TRINITY_DN129723_c0_g1_i2	824	776	734	1450	757	772	784	694	926
TRINITY_DN154680_c0_g1_i1	3	9	19	16	33	8	8	1	7
TRINITY_DN115888_c0_g1_i1	1	0	2	4	1	1	3	11	5
TRINITY_DN132528_c3_g3_i1	27.8273	120.86	35.9317	57.1777	27.7646	75.8799	41.8581	13.7397	37.1035
TRINITY_DN122175_c0_g1_i1	142	212	175	285	252	219	140	182	228
TRINITY_DN3326_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129291_c3_g6_i3	4	3	3.18589	8	4.41832	9	5	3	5
TRINITY_DN173411_c0_g1_i1	5	0	0	0	7	12	0	0	0
TRINITY_DN68054_c0_g2_i1	0	292	0	0	80	333	14	123	1
TRINITY_DN99286_c0_g2_i1	0	0	0	8	0	0	0	0	0
TRINITY_DN119754_c2_g10_i1	18.6754	0	15.7806	22.0399	28.6031	8.00097	0	4.60196	33.1667
TRINITY_DN127622_c2_g2_i1	17	42	21	100	21	28	34	32	80
TRINITY_DN121465_c5_g2_i1	266.535	0	178.017	269.535	250.654	0	258.245	0	239.226
TRINITY_DN14522_c0_g2_i1	4.78107	11	14	4	0	14	2	13	8.81112
TRINITY_DN6950_c0_g1_i1	1	1	3	3	3	5	3	3	4
TRINITY_DN119565_c0_g1_i1	1	0	0	1	0	0	0	1	1
TRINITY_DN165011_c0_g1_i1	0	0	0	1	0	0	0	0	0
TRINITY_DN127663_c0_g1_i1	3	9	2	17	7	4	2	16	29
TRINITY_DN73028_c0_g1_i1	2	4	3	0	0	0	1	4	2
TRINITY_DN128522_c3_g4_i2	223.186	268.265	165.726	354.727	198.945	174.767	182.366	161.093	238.372
TRINITY_DN130195_c3_g1_i2	324	252	295	820	362	230	405	256	351
