gid	female	log2meanXX	cutoff
TRINITY_DN128625_c0_g1_i3	meanfemale	3.219234261	FC1
TRINITY_DN2050_c0_g1_i1	meanfemale	3.402624922	FC1
TRINITY_DN135128_c0_g3_i3	meanfemale	2.000015245	FC1
TRINITY_DN126615_c1_g1_i1	meanfemale	-0.08216999	FC1
TRINITY_DN127907_c0_g1_i4	meanfemale	3.815040943	FC1
TRINITY_DN126815_c0_g1_i5	meanfemale	1.403353252	FC1
TRINITY_DN122381_c0_g2_i8	meanfemale	4.801153154	FC1
TRINITY_DN126522_c0_g1_i2	meanfemale	1.558470818	FC1
TRINITY_DN46536_c0_g1_i1	meanfemale	2.593728305	FC1
TRINITY_DN123204_c8_g1_i1	meanfemale	1.693902293	FC1
TRINITY_DN125156_c0_g2_i2	meanfemale	4.094995101	FC1
TRINITY_DN124503_c1_g2_i2	meanfemale	4.3325242	FC1
TRINITY_DN134440_c2_g1_i1	meanfemale	5.378746112	FC1
TRINITY_DN134636_c0_g1_i1	meanfemale	2.424904083	FC1
TRINITY_DN122531_c0_g3_i1	meanfemale	6.531267411	FC1
TRINITY_DN134964_c0_g4_i1	meanfemale	3.960157101	FC1
TRINITY_DN126600_c0_g1_i1	meanfemale	4.224411503	FC1
TRINITY_DN49526_c0_g2_i1	meanfemale	3.06531398	FC1
TRINITY_DN125192_c1_g1_i6	meanfemale	2.002404202	FC1
TRINITY_DN133864_c7_g2_i2	meanfemale	4.717883082	FC1
TRINITY_DN123012_c1_g2_i1	meanfemale	6.545119066	FC1
TRINITY_DN121132_c2_g1_i5	meanfemale	1.479746911	FC1
TRINITY_DN114798_c0_g1_i1	meanfemale	2.72994082	FC1
TRINITY_DN135296_c2_g2_i1	meanfemale	-0.145910605	FC1
TRINITY_DN133772_c0_g1_i1	meanfemale	5.00033986	FC1
TRINITY_DN127143_c0_g1_i1	meanfemale	3.854654154	FC1
TRINITY_DN129414_c0_g1_i4	meanfemale	2.870031801	FC1
TRINITY_DN120594_c0_g1_i5	meanfemale	4.783905021	FC1
TRINITY_DN116876_c0_g2_i4	meanfemale	3.533660604	FC1
TRINITY_DN112166_c0_g2_i1	meanfemale	4.796112381	FC1
TRINITY_DN96685_c0_g3_i1	meanfemale	2.191750995	FC1
TRINITY_DN128742_c10_g2_i3	meanfemale	4.642988362	FC1
TRINITY_DN92438_c0_g1_i1	meanfemale	6.500620207	FC1
TRINITY_DN127544_c0_g1_i1	meanfemale	5.577121523	FC1
TRINITY_DN129428_c0_g1_i1	meanfemale	4.447775448	FC1
TRINITY_DN128560_c0_g1_i1	meanfemale	4.025277826	FC1
TRINITY_DN82945_c0_g1_i1	meanfemale	5.532720489	FC1
TRINITY_DN110523_c0_g1_i2	meanfemale	3.583733346	FC1
TRINITY_DN128335_c3_g2_i1	meanfemale	4.707728482	FC1
TRINITY_DN114344_c0_g2_i1	meanfemale	2.995646562	FC1
TRINITY_DN127233_c1_g1_i5	meanfemale	7.564853773	FC1
TRINITY_DN132891_c7_g2_i3	meanfemale	2.825174981	FC1
TRINITY_DN111323_c0_g3_i1	meanfemale	4.200979558	FC1
TRINITY_DN128462_c1_g2_i4	meanfemale	4.630152676	FC1
TRINITY_DN111968_c1_g1_i1	meanfemale	4.943259055	FC1
TRINITY_DN123601_c3_g9_i1	meanfemale	4.299755664	FC1
TRINITY_DN122922_c0_g1_i2	meanfemale	4.360852624	FC1
TRINITY_DN129561_c4_g2_i1	meanfemale	2.928934252	FC1
TRINITY_DN129690_c6_g3_i2	meanfemale	4.712829393	FC1
TRINITY_DN126536_c4_g2_i2	meanfemale	2.285022456	FC1
TRINITY_DN131333_c1_g1_i2	meanfemale	2.877955297	FC1
TRINITY_DN133747_c2_g5_i2	meanfemale	2.731454439	FC1
TRINITY_DN130346_c1_g1_i2	meanfemale	5.29821269	FC1
TRINITY_DN122475_c2_g1_i2	meanfemale	3.238465951	FC1
TRINITY_DN123679_c0_g1_i1	meanfemale	3.698784397	FC1
TRINITY_DN133588_c4_g3_i1	meanfemale	2.142554744	FC1
TRINITY_DN136163_c1_g1_i1	meanfemale	3.317058932	FC1
TRINITY_DN134606_c0_g3_i1	meanfemale	1.760687627	FC1
TRINITY_DN132063_c0_g2_i2	meanfemale	0.552053395	FC1
TRINITY_DN127021_c5_g1_i1	meanfemale	4.196335466	FC1
TRINITY_DN129688_c2_g3_i1	meanfemale	3.047939102	FC1
TRINITY_DN128771_c5_g10_i1	meanfemale	1.028152953	FC1
TRINITY_DN124075_c3_g4_i1	meanfemale	3.082961105	FC1
TRINITY_DN116377_c0_g1_i1	meanfemale	5.597966297	FC1
TRINITY_DN130492_c2_g4_i4	meanfemale	3.823212525	FC1
TRINITY_DN121549_c0_g1_i2	meanfemale	2.848497181	FC1
TRINITY_DN131566_c3_g19_i1	meanfemale	4.951990524	FC1
TRINITY_DN130873_c6_g6_i1	meanfemale	4.053250482	FC1
TRINITY_DN134556_c1_g2_i1	meanfemale	1.77015133	FC1
TRINITY_DN112430_c0_g2_i1	meanfemale	5.550391577	FC1
TRINITY_DN134073_c0_g1_i2	meanfemale	4.511961131	FC1
TRINITY_DN133196_c0_g1_i1	meanfemale	3.43088644	FC1
TRINITY_DN126031_c3_g1_i1	meanfemale	3.640003277	FC1
TRINITY_DN134366_c2_g2_i4	meanfemale	4.472350608	FC1
TRINITY_DN122027_c0_g1_i2	meanfemale	5.983100379	FC1
TRINITY_DN63832_c0_g2_i1	meanfemale	4.460093504	FC1
TRINITY_DN122942_c2_g1_i7	meanfemale	5.296117152	FC1
TRINITY_DN112341_c0_g1_i1	meanfemale	4.846673657	FC1
TRINITY_DN134327_c1_g1_i1	meanfemale	2.35311206	FC1
TRINITY_DN133173_c0_g1_i1	meanfemale	4.72917926	FC1
TRINITY_DN121157_c4_g3_i1	meanfemale	0.921423046	FC1
TRINITY_DN135766_c1_g8_i1	meanfemale	4.820589434	FC1
TRINITY_DN13815_c0_g2_i1	meanfemale	1.673237675	FC1
TRINITY_DN122371_c0_g1_i1	meanfemale	5.74484235	FC1
TRINITY_DN126416_c1_g1_i4	meanfemale	5.150186124	FC1
TRINITY_DN107311_c0_g1_i1	meanfemale	3.356549018	FC1
TRINITY_DN131244_c1_g1_i2	meanfemale	1.443925549	FC1
TRINITY_DN114244_c0_g1_i3	meanfemale	3.86595635	FC1
TRINITY_DN122933_c4_g2_i2	meanfemale	0.19278665	FC1
TRINITY_DN134352_c0_g2_i1	meanfemale	1.62961543	FC1
TRINITY_DN131496_c5_g1_i2	meanfemale	7.189823488	FC1
TRINITY_DN116680_c1_g1_i4	meanfemale	7.778398708	FC1
TRINITY_DN102065_c0_g1_i1	meanfemale	6.20231934	FC1
TRINITY_DN129571_c1_g1_i4	meanfemale	3.422296254	FC1
TRINITY_DN126328_c0_g1_i1	meanfemale	3.247105071	FC1
TRINITY_DN129659_c2_g1_i2	meanfemale	1.045338231	FC1
TRINITY_DN129165_c2_g1_i1	meanfemale	4.456792722	FC1
TRINITY_DN124997_c9_g4_i3	meanfemale	3.873360695	FC1
TRINITY_DN122808_c0_g2_i1	meanfemale	4.772334101	FC1
TRINITY_DN133445_c0_g1_i1	meanfemale	0.094460975	FC1
TRINITY_DN130876_c2_g5_i1	meanfemale	3.076682958	FC1
TRINITY_DN115635_c0_g1_i1	meanfemale	4.366748873	FC1
TRINITY_DN115242_c0_g1_i2	meanfemale	3.361702552	FC1
TRINITY_DN96200_c0_g1_i1	meanfemale	2.928559785	FC1
TRINITY_DN133784_c4_g2_i2	meanfemale	5.109387492	FC1
TRINITY_DN136063_c1_g1_i1	meanfemale	5.745119438	FC1
TRINITY_DN120976_c0_g1_i4	meanfemale	4.467539714	FC1
TRINITY_DN123319_c3_g4_i1	meanfemale	3.712729708	FC1
TRINITY_DN135691_c0_g2_i1	meanfemale	4.385006124	FC1
TRINITY_DN120666_c1_g1_i1	meanfemale	2.756773838	FC1
TRINITY_DN100882_c0_g1_i1	meanfemale	7.506738231	FC1
TRINITY_DN124285_c0_g1_i3	meanfemale	2.177889575	FC1
TRINITY_DN110982_c0_g1_i1	meanfemale	6.253183107	FC1
TRINITY_DN130037_c1_g4_i6	meanfemale	2.221382105	FC1
TRINITY_DN128078_c1_g1_i2	meanfemale	3.402257528	FC1
TRINITY_DN129219_c5_g2_i5	meanfemale	5.198369682	FC1
TRINITY_DN125985_c0_g1_i3	meanfemale	4.959853637	FC1
TRINITY_DN99075_c0_g1_i2	meanfemale	2.575853395	FC1
TRINITY_DN25500_c0_g1_i1	meanfemale	1.807812831	FC1
TRINITY_DN127522_c0_g1_i1	meanfemale	4.023133234	FC1
TRINITY_DN136670_c26_g1_i1	meanfemale	2.956888193	FC1
TRINITY_DN125466_c2_g1_i1	meanfemale	5.310658442	FC1
TRINITY_DN123962_c2_g2_i1	meanfemale	2.125041771	FC1
TRINITY_DN125463_c6_g3_i1	meanfemale	4.739064501	FC1
TRINITY_DN125155_c0_g3_i1	meanfemale	2.326079402	FC1
TRINITY_DN124230_c0_g1_i7	meanfemale	5.72838189	FC1
TRINITY_DN133268_c0_g3_i1	meanfemale	3.258176923	FC1
TRINITY_DN129618_c2_g1_i1	meanfemale	4.136867722	FC1
TRINITY_DN120249_c2_g1_i1	meanfemale	4.749900911	FC1
TRINITY_DN130323_c3_g1_i1	meanfemale	-0.386805025	FC1
TRINITY_DN131300_c5_g1_i1	meanfemale	5.25613801	FC1
TRINITY_DN130948_c0_g1_i3	meanfemale	2.859973268	FC1
TRINITY_DN131253_c3_g4_i1	meanfemale	3.716211394	FC1
TRINITY_DN122068_c0_g1_i1	meanfemale	0.412155782	FC1
TRINITY_DN116951_c0_g1_i1	meanfemale	3.155795902	FC1
TRINITY_DN125916_c0_g2_i1	meanfemale	4.530243687	FC1
TRINITY_DN92528_c0_g1_i2	meanfemale	0.274843642	FC1
TRINITY_DN128544_c0_g2_i1	meanfemale	4.655133001	FC1
TRINITY_DN128445_c0_g1_i1	meanfemale	1.904761851	FC1
TRINITY_DN125944_c4_g1_i2	meanfemale	3.907981382	FC1
TRINITY_DN133737_c5_g1_i1	meanfemale	-0.154105639	FC1
TRINITY_DN122968_c0_g1_i1	meanfemale	4.292523794	FC1
TRINITY_DN128899_c4_g1_i2	meanfemale	3.498353154	FC1
TRINITY_DN121943_c0_g1_i2	meanfemale	5.532518604	FC1
TRINITY_DN127372_c6_g2_i6	meanfemale	2.050422911	FC1
TRINITY_DN130708_c1_g2_i5	meanfemale	5.030428061	FC1
TRINITY_DN124855_c0_g8_i1	meanfemale	2.248536362	FC1
TRINITY_DN114938_c0_g1_i3	meanfemale	4.376571872	FC1
TRINITY_DN132960_c2_g1_i3	meanfemale	5.450133853	FC1
TRINITY_DN126504_c5_g2_i2	meanfemale	3.526238495	FC1
TRINITY_DN128807_c0_g1_i1	meanfemale	1.578492565	FC1
TRINITY_DN126931_c1_g4_i1	meanfemale	2.257215447	FC1
TRINITY_DN118311_c0_g1_i4	meanfemale	4.931969016	FC1
TRINITY_DN118516_c0_g2_i7	meanfemale	4.733742203	FC1
TRINITY_DN134149_c0_g2_i1	meanfemale	2.615960705	FC1
TRINITY_DN132491_c0_g1_i2	meanfemale	-0.981706593	FC1
TRINITY_DN135829_c0_g1_i5	meanfemale	3.238572389	FC1
TRINITY_DN104654_c0_g1_i1	meanfemale	1.453180809	FC1
TRINITY_DN134345_c1_g2_i1	meanfemale	3.446533137	FC1
TRINITY_DN129467_c0_g1_i1	meanfemale	0.787434351	FC1
TRINITY_DN128845_c0_g1_i1	meanfemale	3.342089097	FC1
TRINITY_DN128058_c4_g3_i2	meanfemale	-0.358128579	FC1
TRINITY_DN128063_c0_g1_i2	meanfemale	3.652449153	FC1
TRINITY_DN125726_c1_g1_i1	meanfemale	2.817104926	FC1
TRINITY_DN127847_c0_g1_i2	meanfemale	5.73044692	FC1
TRINITY_DN131754_c2_g2_i2	meanfemale	4.038408308	FC1
TRINITY_DN131105_c0_g1_i1	meanfemale	4.444441685	FC1
TRINITY_DN129727_c0_g1_i1	meanfemale	2.1899866	FC1
TRINITY_DN98498_c0_g1_i1	meanfemale	4.641244183	FC1
TRINITY_DN125895_c0_g1_i2	meanfemale	4.602014329	FC1
TRINITY_DN121228_c0_g1_i1	meanfemale	5.74484063	FC1
TRINITY_DN115027_c0_g3_i2	meanfemale	3.566925173	FC1
TRINITY_DN128798_c0_g1_i3	meanfemale	6.4032543	FC1
TRINITY_DN133839_c0_g1_i1	meanfemale	4.965825054	FC1
TRINITY_DN111552_c0_g1_i1	meanfemale	6.465098772	FC1
TRINITY_DN130136_c5_g5_i1	meanfemale	3.682145431	FC1
TRINITY_DN14037_c0_g1_i1	meanfemale	6.56714356	FC1
TRINITY_DN109193_c0_g1_i1	meanfemale	2.96478151	FC1
TRINITY_DN114732_c1_g6_i1	meanfemale	4.53163882	FC1
TRINITY_DN118890_c0_g3_i2	meanfemale	3.931858196	FC1
TRINITY_DN132511_c0_g1_i1	meanfemale	3.882419388	FC1
TRINITY_DN127185_c2_g2_i3	meanfemale	5.215460649	FC1
TRINITY_DN127874_c6_g4_i6	meanfemale	1.277825866	FC1
TRINITY_DN81421_c0_g2_i1	meanfemale	4.31344466	FC1
TRINITY_DN111151_c0_g1_i1	meanfemale	3.351814835	FC1
TRINITY_DN128972_c3_g1_i2	meanfemale	1.73288248	FC1
TRINITY_DN136564_c14_g8_i1	meanfemale	4.738148167	FC1
TRINITY_DN130677_c4_g1_i1	meanfemale	2.847748305	FC1
TRINITY_DN124286_c0_g1_i1	meanfemale	4.486223844	FC1
TRINITY_DN136237_c11_g5_i1	meanfemale	7.250345273	FC1
TRINITY_DN104942_c0_g1_i2	meanfemale	5.524551351	FC1
TRINITY_DN132837_c1_g2_i2	meanfemale	3.166822481	FC1
TRINITY_DN121888_c0_g2_i1	meanfemale	3.525944999	FC1
TRINITY_DN117665_c0_g2_i1	meanfemale	4.690349835	FC1
TRINITY_DN81198_c0_g1_i2	meanfemale	4.416275509	FC1
TRINITY_DN128505_c1_g1_i4	meanfemale	7.196661716	FC1
TRINITY_DN130420_c0_g3_i7	meanfemale	7.35294127	FC1
TRINITY_DN117377_c0_g2_i3	meanfemale	2.281638364	FC1
TRINITY_DN122025_c0_g1_i3	meanfemale	3.862351001	FC1
TRINITY_DN103834_c0_g9_i1	meanfemale	5.537526135	FC1
TRINITY_DN123729_c0_g2_i2	meanfemale	2.955145331	FC1
TRINITY_DN121381_c0_g2_i3	meanfemale	0.048466113	FC1
TRINITY_DN126595_c0_g1_i2	meanfemale	5.391849217	FC1
TRINITY_DN133270_c0_g1_i1	meanfemale	2.147441709	FC1
TRINITY_DN81305_c0_g2_i1	meanfemale	3.914987945	FC1
TRINITY_DN113466_c0_g1_i2	meanfemale	4.369313676	FC1
TRINITY_DN127392_c2_g1_i1	meanfemale	2.165605137	FC1
TRINITY_DN125909_c2_g1_i2	meanfemale	3.183437752	FC1
TRINITY_DN129781_c0_g1_i1	meanfemale	4.773391003	FC1
TRINITY_DN136128_c0_g4_i1	meanfemale	4.411090313	FC1
TRINITY_DN129338_c2_g9_i1	meanfemale	4.012906677	FC1
TRINITY_DN107740_c0_g1_i1	meanfemale	3.02726039	FC1
TRINITY_DN117894_c0_g1_i1	meanfemale	4.415287964	FC1
TRINITY_DN133028_c0_g1_i1	meanfemale	-0.252904943	FC1
TRINITY_DN131626_c4_g3_i1	meanfemale	2.476740477	FC1
TRINITY_DN134050_c6_g4_i1	meanfemale	5.359517709	FC1
TRINITY_DN134164_c0_g10_i1	meanfemale	2.773141945	FC1
TRINITY_DN130961_c1_g4_i1	meanfemale	5.114516539	FC1
TRINITY_DN39782_c0_g1_i1	meanfemale	2.300918234	FC1
TRINITY_DN118569_c0_g1_i1	meanfemale	2.162633767	FC1
TRINITY_DN125849_c3_g2_i1	meanfemale	5.46368175	FC1
TRINITY_DN132809_c8_g1_i2	meanfemale	2.714347642	FC1
TRINITY_DN113958_c0_g1_i1	meanfemale	4.701839632	FC1
TRINITY_DN121123_c0_g1_i2	meanfemale	2.132934156	FC1
TRINITY_DN80077_c0_g1_i1	meanfemale	6.686248486	FC1
TRINITY_DN122287_c2_g3_i6	meanfemale	2.890673098	FC1
TRINITY_DN48650_c0_g2_i1	meanfemale	1.626327903	FC1
TRINITY_DN125423_c4_g2_i5	meanfemale	1.332083402	FC1
TRINITY_DN134164_c0_g14_i1	meanfemale	1.275609514	FC1
TRINITY_DN131160_c3_g1_i12	meanfemale	1.708185345	FC1
TRINITY_DN136180_c0_g1_i2	meanfemale	3.874073893	FC1
TRINITY_DN149060_c0_g1_i1	meanfemale	2.044986509	FC1
TRINITY_DN125127_c2_g1_i1	meanfemale	3.782678175	FC1
TRINITY_DN125052_c1_g2_i1	meanfemale	4.61097997	FC1
TRINITY_DN125619_c0_g1_i4	meanfemale	5.171297903	FC1
TRINITY_DN129986_c2_g2_i1	meanfemale	4.425101324	FC1
TRINITY_DN128777_c3_g6_i1	meanfemale	8.731272387	FC1
TRINITY_DN133530_c1_g2_i1	meanfemale	5.647770088	FC1
TRINITY_DN128898_c3_g5_i2	meanfemale	1.27720514	FC1
TRINITY_DN128884_c3_g1_i1	meanfemale	2.294061394	FC1
TRINITY_DN124874_c2_g2_i1	meanfemale	3.027853724	FC1
TRINITY_DN129142_c4_g1_i1	meanfemale	3.64854385	FC1
TRINITY_DN126376_c0_g1_i2	meanfemale	7.174884035	FC1
TRINITY_DN135135_c3_g2_i1	meanfemale	3.455459295	FC1
TRINITY_DN130857_c2_g1_i1	meanfemale	4.692587193	FC1
TRINITY_DN122431_c8_g2_i2	meanfemale	1.642109081	FC1
TRINITY_DN112768_c1_g1_i2	meanfemale	3.647098219	FC1
TRINITY_DN124404_c2_g1_i10	meanfemale	3.434662302	FC1
TRINITY_DN126823_c2_g1_i1	meanfemale	5.766135472	FC1
TRINITY_DN129361_c4_g3_i2	meanfemale	6.482749221	FC1
TRINITY_DN93157_c0_g4_i1	meanfemale	4.14161309	FC1
TRINITY_DN130462_c4_g3_i2	meanfemale	2.603884419	FC1
TRINITY_DN16069_c0_g1_i1	meanfemale	0.209173619	FC1
TRINITY_DN136018_c4_g2_i7	meanfemale	3.362375201	FC1
TRINITY_DN131323_c0_g1_i1	meanfemale	5.416149769	FC1
TRINITY_DN135831_c0_g1_i2	meanfemale	2.604727647	FC1
TRINITY_DN62962_c0_g2_i1	meanfemale	3.822934222	FC1
TRINITY_DN123448_c1_g4_i1	meanfemale	2.637119861	FC1
TRINITY_DN135121_c0_g2_i2	meanfemale	3.439831521	FC1
TRINITY_DN126404_c2_g10_i1	meanfemale	0.697779891	FC1
TRINITY_DN129486_c1_g1_i4	meanfemale	-1.252225909	FC1
TRINITY_DN127814_c3_g6_i6	meanfemale	2.967567217	FC1
TRINITY_DN118226_c0_g1_i1	meanfemale	2.086604457	FC1
TRINITY_DN125975_c9_g3_i5	meanfemale	1.248787043	FC1
TRINITY_DN44076_c0_g2_i1	meanfemale	4.295376869	FC1
TRINITY_DN133238_c0_g2_i1	meanfemale	-0.53009213	FC1
TRINITY_DN110999_c0_g1_i1	meanfemale	3.578811874	FC1
TRINITY_DN134506_c3_g2_i1	meanfemale	3.580213611	FC1
TRINITY_DN127666_c1_g1_i1	meanfemale	3.6540338	FC1
TRINITY_DN129373_c3_g2_i1	meanfemale	0.490918242	FC1
TRINITY_DN106815_c0_g2_i2	meanfemale	7.46662488	FC1
TRINITY_DN133589_c0_g2_i1	meanfemale	0.946730974	FC1
TRINITY_DN132601_c0_g1_i15	meanfemale	5.97663201	FC1
TRINITY_DN117814_c0_g1_i3	meanfemale	1.410071953	FC1
TRINITY_DN121938_c0_g2_i1	meanfemale	3.399080218	FC1
TRINITY_DN130325_c1_g5_i1	meanfemale	2.291857096	FC1
TRINITY_DN118108_c0_g2_i1	meanfemale	4.843636622	FC1
TRINITY_DN122426_c0_g1_i3	meanfemale	4.206698395	FC1
TRINITY_DN125276_c0_g1_i7	meanfemale	1.370566502	FC1
TRINITY_DN129325_c2_g1_i1	meanfemale	5.092795092	FC1
TRINITY_DN130593_c0_g2_i5	meanfemale	3.862963389	FC1
TRINITY_DN123901_c1_g3_i3	meanfemale	5.600760217	FC1
TRINITY_DN129593_c0_g1_i1	meanfemale	4.170894287	FC1
TRINITY_DN123345_c0_g1_i3	meanfemale	1.721950114	FC1
TRINITY_DN130970_c0_g3_i2	meanfemale	-0.757570255	FC1
TRINITY_DN131777_c4_g5_i2	meanfemale	2.487159946	FC1
TRINITY_DN131471_c2_g2_i1	meanfemale	2.898010809	FC1
TRINITY_DN125725_c0_g1_i2	meanfemale	4.66995337	FC1
TRINITY_DN135719_c1_g7_i3	meanfemale	2.225080247	FC1
TRINITY_DN119356_c0_g1_i1	meanfemale	3.087531992	FC1
TRINITY_DN133438_c4_g1_i1	meanfemale	1.902507384	FC1
TRINITY_DN141154_c0_g1_i1	meanfemale	3.673907973	FC1
TRINITY_DN133611_c1_g3_i4	meanfemale	4.259699342	FC1
TRINITY_DN121866_c0_g1_i1	meanfemale	2.121582466	FC1
TRINITY_DN113356_c0_g2_i1	meanfemale	5.309456224	FC1
TRINITY_DN113738_c0_g2_i6	meanfemale	2.488045769	FC1
TRINITY_DN126532_c2_g3_i2	meanfemale	4.202737326	FC1
TRINITY_DN127965_c2_g2_i1	meanfemale	2.579778305	FC1
TRINITY_DN129357_c2_g3_i2	meanfemale	4.203149209	FC1
TRINITY_DN114182_c0_g2_i1	meanfemale	8.679915983	FC1
TRINITY_DN134213_c0_g1_i6	meanfemale	3.712170899	FC1
TRINITY_DN130498_c1_g3_i1	meanfemale	3.606129714	FC1
TRINITY_DN120868_c0_g1_i2	meanfemale	5.195282131	FC1
TRINITY_DN126244_c0_g1_i2	meanfemale	1.369132655	FC1
TRINITY_DN134951_c5_g3_i1	meanfemale	0.455850911	FC1
TRINITY_DN133613_c0_g1_i1	meanfemale	5.263695033	FC1
TRINITY_DN136157_c1_g2_i1	meanfemale	4.176519582	FC1
TRINITY_DN124109_c1_g1_i1	meanfemale	4.371006723	FC1
TRINITY_DN117517_c1_g1_i1	meanfemale	2.114128676	FC1
TRINITY_DN123177_c0_g1_i11	meanfemale	6.041696489	FC1
TRINITY_DN136541_c2_g3_i1	meanfemale	2.269603212	FC1
TRINITY_DN117803_c0_g1_i2	meanfemale	4.816253527	FC1
TRINITY_DN134522_c2_g3_i1	meanfemale	4.796080886	FC1
TRINITY_DN129702_c4_g2_i1	meanfemale	3.934996697	FC1
TRINITY_DN135004_c7_g2_i1	meanfemale	0.844765457	FC1
TRINITY_DN133449_c1_g2_i5	meanfemale	1.621555451	FC1
TRINITY_DN128838_c0_g1_i1	meanfemale	0.327009748	FC1
TRINITY_DN125639_c1_g1_i3	meanfemale	2.320727955	FC1
TRINITY_DN134095_c1_g3_i1	meanfemale	3.057061179	FC1
TRINITY_DN132311_c6_g1_i4	meanfemale	2.943872564	FC1
TRINITY_DN123134_c0_g1_i8	meanfemale	4.471522197	FC1
TRINITY_DN125629_c0_g2_i2	meanfemale	2.045145617	FC1
TRINITY_DN131360_c5_g1_i1	meanfemale	-0.306401521	FC1
TRINITY_DN124202_c0_g1_i1	meanfemale	1.805688516	FC1
TRINITY_DN131605_c2_g3_i3	meanfemale	3.837184007	FC1
TRINITY_DN100115_c0_g1_i1	meanfemale	4.303003709	FC1
TRINITY_DN129236_c0_g1_i5	meanfemale	3.33326721	FC1
TRINITY_DN135700_c0_g2_i2	meanfemale	5.219065453	FC1
TRINITY_DN50226_c0_g2_i1	meanfemale	4.983694607	FC1
TRINITY_DN93157_c0_g1_i1	meanfemale	0.551054093	FC1
TRINITY_DN123795_c0_g1_i1	meanfemale	5.582008462	FC1
TRINITY_DN124116_c0_g3_i1	meanfemale	4.566895313	FC1
TRINITY_DN125636_c0_g1_i2	meanfemale	2.319589917	FC1
TRINITY_DN131905_c1_g1_i1	meanfemale	2.990790912	FC1
TRINITY_DN133633_c4_g1_i9	meanfemale	7.91277977	FC1
TRINITY_DN135638_c11_g2_i1	meanfemale	3.50874818	FC1
TRINITY_DN131676_c1_g1_i3	meanfemale	3.099386697	FC1
TRINITY_DN128204_c0_g2_i3	meanfemale	3.649989252	FC1
TRINITY_DN116692_c0_g1_i5	meanfemale	4.362358571	FC1
TRINITY_DN125811_c0_g2_i6	meanfemale	4.73248806	FC1
TRINITY_DN44004_c1_g1_i1	meanfemale	3.833955755	FC1
TRINITY_DN130138_c1_g8_i2	meanfemale	1.779864995	FC1
TRINITY_DN131363_c0_g1_i2	meanfemale	4.771797779	FC1
TRINITY_DN134649_c2_g2_i1	meanfemale	4.733648409	FC1
TRINITY_DN123033_c3_g1_i6	meanfemale	3.994605199	FC1
TRINITY_DN133124_c4_g2_i1	meanfemale	1.881711672	FC1
TRINITY_DN129089_c1_g1_i1	meanfemale	0.885200899	FC1
TRINITY_DN124040_c1_g1_i1	meanfemale	4.436393961	FC1
TRINITY_DN111332_c0_g2_i5	meanfemale	4.444550248	FC1
TRINITY_DN117491_c0_g1_i1	meanfemale	0.925365602	FC1
TRINITY_DN130074_c1_g1_i3	meanfemale	3.537468367	FC1
TRINITY_DN136479_c9_g6_i2	meanfemale	3.70745851	FC1
TRINITY_DN119933_c0_g1_i6	meanfemale	5.176759458	FC1
TRINITY_DN122146_c0_g9_i1	meanfemale	4.452697592	FC1
TRINITY_DN125566_c0_g1_i2	meanfemale	4.074402606	FC1
TRINITY_DN127175_c5_g1_i8	meanfemale	3.972957931	FC1
TRINITY_DN136745_c34_g3_i2	meanfemale	5.150166085	FC1
TRINITY_DN128639_c1_g2_i3	meanfemale	4.19852571	FC1
TRINITY_DN119552_c0_g1_i1	meanfemale	5.71628065	FC1
TRINITY_DN126709_c0_g1_i4	meanfemale	5.557183888	FC1
TRINITY_DN131085_c8_g2_i1	meanfemale	1.313442782	FC1
TRINITY_DN135786_c4_g1_i1	meanfemale	3.716397537	FC1
TRINITY_DN128687_c0_g1_i2	meanfemale	1.429807548	FC1
TRINITY_DN131360_c6_g3_i1	meanfemale	2.293336647	FC1
TRINITY_DN113212_c0_g2_i2	meanfemale	5.006958725	FC1
TRINITY_DN118379_c0_g1_i1	meanfemale	1.780560851	FC1
TRINITY_DN132037_c1_g3_i1	meanfemale	5.41426042	FC1
TRINITY_DN96300_c0_g1_i2	meanfemale	1.86493629	FC1
TRINITY_DN124419_c1_g4_i1	meanfemale	2.025887436	FC1
TRINITY_DN121682_c0_g4_i1	meanfemale	5.264533264	FC1
TRINITY_DN121823_c0_g1_i2	meanfemale	3.351598942	FC1
TRINITY_DN124615_c0_g1_i1	meanfemale	4.465559551	FC1
TRINITY_DN117883_c0_g1_i1	meanfemale	3.72576906	FC1
TRINITY_DN135197_c0_g2_i1	meanfemale	4.726706127	FC1
TRINITY_DN130349_c0_g1_i4	meanfemale	4.742972983	FC1
TRINITY_DN110314_c0_g1_i3	meanfemale	3.504002853	FC1
TRINITY_DN133527_c1_g1_i1	meanfemale	4.279729194	FC1
TRINITY_DN134889_c0_g1_i13	meanfemale	6.315677455	FC1
TRINITY_DN132788_c4_g2_i1	meanfemale	3.640858029	FC1
TRINITY_DN133212_c3_g3_i1	meanfemale	3.564500731	FC1
TRINITY_DN123229_c1_g2_i1	meanfemale	2.617661541	FC1
TRINITY_DN134313_c8_g1_i1	meanfemale	3.905048484	FC1
TRINITY_DN128503_c0_g1_i2	meanfemale	3.091754333	FC1
TRINITY_DN119823_c0_g1_i2	meanfemale	4.282057322	FC1
TRINITY_DN127063_c3_g1_i3	meanfemale	2.718431859	FC1
TRINITY_DN125892_c0_g1_i1	meanfemale	3.339554926	FC1
TRINITY_DN131276_c1_g1_i1	meanfemale	4.04453502	FC1
TRINITY_DN131604_c2_g1_i3	meanfemale	3.88481151	FC1
